Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords,Index Keywords,Publisher
Salleh S.A.; Mohd W.M.N.W.; Sadek E.S.S.M.,"Salleh, Siti Aekbal (55232265100); Mohd, Wan Mohd Naim Wan (55695248900); Sadek, Eran Sadek Said Md (56967933900)",55232265100; 55695248900; 56967933900,The improved conceptual design of web-based GIS residential property marketing information system,2014,Lecture Notes in Geoinformation and Cartography,0,,,231,242,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032511106&doi=10.1007%2f978-3-319-03644-1_17&partnerID=40&md5=98551db6f7c0f6e4b1efb954b5e49000,"This chapter attempts to show the conceptual design a Web-based GIS Residential Property Marketing Information System (WGRPMIS). This system is intended to be integrated with the virtual GIS technology enabling the consumer to virtually explore the potential property based upon the multi criteria selection through assisted geo-processing query. The proposed system is built using Adobe Flex on ArcGIS Server framework to enable geo-processing and geometric network capabilities. Through the pilot system, the success of 3D and virtual reality integration was revealed. Due to limitations of the query functions and 3D feature complexity taking its toll on the system’s performance, an improved geoprocessing scheme is presented in this paper and the conceptual design of this system is revised. The improved query function which includes road network and accessibility were taken into consideration in solving buffer and radius query is developed. The revised conceptual design will further be used in designing the simplified 3D visualization viewer to the Virtual panoramic display. © Springer International Publishing Switzerland 2014.",GIS; Property; Virtual GIS,Commerce; Conceptual design; Information systems; Information use; Marketing; Three dimensional computer graphics; Virtual reality; Websites; Geoprocessing; GIS technology; Marketing information system; Multi-criteria; Potential property; Property; Property-based; Query functions; Virtual GIS; Web-based GIS; Geographic information systems,Springer Science and Business Media Deutschland GmbH
Nguyen D.; Meixner G.,"Nguyen, Diep (58714774500); Meixner, Gerrit (23473924200)",58714774500; 23473924200,Gamified augmented reality training for an assembly task: A study about user engagement,2019,"Proceedings of the 2019 Federated Conference on Computer Science and Information Systems, FedCSIS 2019",,,8860007,901,904,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074150797&doi=10.15439%2f2019F136&partnerID=40&md5=9e14fffb521e9c2329f0243827272ede,"Augmented Reality and Gamification are displaying beneficial effects to enhance user experience and performance in many domains. They are widespread across many areas like education, industrial training, marketing, and services. However, the idea of combining the two approaches for an innovative training instrument is fairly new, especially in assembly training. Moreover, learning about the effects of gamification on human, user engagement, in particular, is a complicated subject. There have been several efforts toward this direction, yet the overall situation is still nascent. In this work, we present a gamified augmented reality training for an industrial task and investigate user engagement effect while training with the gamified and the nongamified system. The result shows that people perform better and engage to a greater degree in the gamified design. © 2019 Polish Information Processing Society - as since.",,Information systems; Information use; Assembly tasks; Assembly trainings; Beneficial effects; Gamification; Industrial tasks; Industrial training; User engagement; User experience; Augmented reality,Institute of Electrical and Electronics Engineers Inc.
Lattemann C.; Stieglitz S.,"Lattemann, Christoph (24476301300); Stieglitz, Stefan (8982225800)",24476301300; 8982225800,Online communities for customer relationship management on financial stock markets - A case study from a project at the Berlin stock exchange,2007,"Association for Information Systems - 13th Americas Conference on Information Systems, AMCIS 2007: Reaching New Heights",1,,,47,56,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870158501&partnerID=40&md5=6b28d6eaaac3342cd50a77cf95e29fe5,"Retail trading on financial exchanges is always intermediated by banks. Thus, a direct link between exchange and retail investors does not exist. However, financial exchanges offer services to retail investors. Thus, from a marketing perspective, retail investors are their direct customers. Caused by the bank-intermediated transaction chain on financial retail exchanges a direct customer relationship management (CRM) among exchanges and their customers is hardly possible. This circumvents a customer oriented product and pricing policy. Thus banks, as they are nowadays the direct link between exchanges and retail investors, define the market micro structures of the financial exchanges to a large extend. This is true not only for the bank driven whole sale trading but as well for the retail trading. Ongoing developments of new exchange facilities for the retail trading, such as best execution functionalities, downsizing of the odd lots, adoption of trading hours, the emergence of electronic off exchange trading systems etc. show, that there is a need for improved retail trading platforms. To overcome these CRM related problems in the financial exchange industry a joined project between the Berlin Stock Exchange and the Potsdam University was set up to implement a platform for a direct CRM among retail investors and financial exchanges. This project relies on web 2.0 technologies to build up a virtual community where the exchange and retail investors can share information about needs, requirements, and ideas about the market model for a retail trading platform and other relevant trading and settlement facilities. The aim of this contribution is to describe this platform and their advantages for retail investors and for stock exchanges and to provide an outlook of the applicability of web 2.0 technologies in the financial exchange industry. An overview of the implementation and initialization phase of the community will be provided and first results and responses of community members are analysed.",Community engineering; CRM; Stock exchange; Virtual community,Commerce; Finance; Information systems; Virtual reality; World Wide Web; Community engineering; CRM; Customer relationship management; Direct links; Market microstructures; Market model; Online communities; Potsdam; Pricing policy; Stock exchange; Stock market; Trading platform; Trading systems; Virtual community; Web 2.0; Sales,
,,,"Workshops and doctoral consortium papers of the 23rd European Conference on Advances in Databases and Information Systems, ADBIS 2019",2019,Communications in Computer and Information Science,1064,,,,,569,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072958783&partnerID=40&md5=1c1008e7c88166ff9617e87a9dd24cf4,The proceedings contain 55 papers. The special focus in this conference is on Advances in Databases and Information Systems. The topics include: Exploring Pattern Mining for Solving the Ontology Matching Problem; systematic Creation of Cumulative Design Science Research Knowledge with a Case Study in the Field of Automatic Speech Recognition; SLFTD: A Subjective Logic Based Framework for Truth Discovery; a Cellular Network Database for Fingerprint Positioning Systems; automatically Configuring Parallelism for Hybrid Layouts; automated Vertical Partitioning with Deep Reinforcement Learning; brainFlux: An Integrated Data Warehousing Infrastructure for Dynamic Health Data; modelling and Querying Star and Snowflake Warehouses Using Graph Databases; towards Integrating Collaborative Filtering in Visual Data Exploration Systems; applying Differential Evolution with Threshold Mechanism for Feature Selection on a Phishing Websites Classification; usage Models Mapped to Programs; phenomenological Framework for Model Enabled Enterprise Information Systems; query-Based Reverse Engineering of Graph Databases – From Program to Model; a Model-Driven Needs Based Augmented Reality: From Model to Program; graphical E-Commerce Values Filtering Model in Spatial Database Framework; Transforming Object-Oriented Model to a Web Interface Using XSLT; abstract Layers and Generic Elements as a Basis for Expressing Multidimensional Software Knowledge; model Suite and Model Set in Software Development; automatic Code Generator for Screen Based Systems; formalizing Requirement Specifications for Problem Solving in a Research Domain; document Data Modeling: A Conceptual Perspective; customer Value Prediction in Direct Marketing Using Hybrid Support Vector Machine Rule Extraction Method; crowd Counting á la Bourdieu: Automated Estimation of the Number of People; residual MobileNets; towards Automated Visualisation of Scientific Literature.,,,Springer Verlag
Zheng W.; Li X.; Yin Z.; He L.,"Zheng, Wenfeng (15129182700); Li, Xiaolu (55364203100); Yin, Zhengtong (35263138700); He, Lei (55074299800)",15129182700; 55364203100; 35263138700; 55074299800,Pre-sale visualization of kitchen & bath equipment self-design to purchase service platform,2009,"Proceedings - International Conference on Management and Service Science, MASS 2009",,,5301686,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73849091998&doi=10.1109%2fICMSS.2009.5301686&partnerID=40&md5=5a57959b733d36675c8a53b8abfcf4a4,"In this paper, for the network economic development of the current situation and the specific conditions in the enterprise domestic and abroad, we develop and construct presale visualization of kitchen & bath equipment self-design to purchase service platform for domestic enterprises. The main economic instruments of pre-sales visualization of kitchen & bath equipment self-service designed to purchase platform is to make use of the network (such as e-commerce, etc.), based on GIS / virtual simulation technology, and build kitchen &bath equipment virtual platform so that customers can independently design kitchen & bath virtual environment and equipment procurement in interactive three-dimensional virtual display system. The platform transfer the client's ideas into a visible realtime display of a three-dimensional virtual environment and simulation objects, and provide the customers with reality and on-site sense cannot match , to fulfill the Cognitive and perception needs of customer in Pre-sale visualization of kitchen & bath equipment. This measure cannot only prevent the customer from purchase decision-making mistakes, but also make clients purchase decision faster and more accurate, so the pace of equipment sales can be greatly accelerated, and it can greatly improve the potential market value of enterprises. Based on spatial Information technology, the platform integrates a variety of modern information technology, such as virtual simulation technology, spatial analysis and decision support technology, modern logistics analysis and deployment of storage technology, location-based services, and ERP technology. On the basis of making full use of existing resources, it can reduce maximum operating costs of enterprises and create new revenue channels for enterprises then upgrade the operation and management mechanism. ©2009 IEEE.",Electronic commerce; GIS; Online direct marketing; Self-design; Virtual reality,Cost reduction; Customer satisfaction; Decision making; Decision support systems; Design; Economics; Electronic commerce; Equipment; Geographic information systems; Information technology; Kitchens; Operating costs; Sales; Three dimensional; Visualization; Current situation; Decision supports; Direct marketing; Domestic enterprise; E-Commerce; Economic instruments; Equipment procurement; Equipment sales; Location-Based Services; Modern logistics; Network economics; Online direct marketing; Operation and management; Potential markets; Purchase decision; Real time display; Self-design; Service platforms; Spatial analysis; Spatial informations; Storage technology; Virtual displays; Virtual environments; Virtual platform; Virtual simulations; Virtual reality,
,,,"9th International Conference on Technologies and Innovation, CITI 2023",2023,Communications in Computer and Information Science,1873 CCIS,,,,,290,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175979419&partnerID=40&md5=fd0a313023818b89cdf784f05d6e4640,"The proceedings contain 20 papers. The special focus in this conference is on Technologies and Innovation. The topics include: SentiDariPers: Sentiment Analysis of Dari-Persian Tweets Based on People’s Views and Opinion; reuse of Ontological Knowledge in Open Science: Models, Sources, Repositories; knowledge Graph for Retail Commerce; automated Creation of a Repository for Learning Words in the Area of Computer Science by Keyword Extraction Methods and Text Classification; automatic Identification of Hermaphrodite Papaya Applying Computer Vision and Machine Learning; automatic Detection of Melanoma in Human Skin Lesions; information Systems Based on Computer Vision for the Control of Sigatoka Black Disease in Bananas; bibliometric Analysis Based on Scientific Mapping in the Use of Digital Marketing Strategies; innovating Chemistry Education: Integrating Cultural Knowledge through a Practical Guide and Augmented Reality; Logistic Regression Model to Predict the Risk of Contagion of COVID-19 in Patients with Associated Morbidity Using Supervised Machine Learning; evaluation of a Grid for the Identification of Traffic Congestion Patterns; analysis of CoI Presence Indicators in a Moodle Forum Using Unsupervised Learning Techniques; development of an Intelligent Web System for the Analysis of Data in the F2 Layer of the Ionosphere Using Machine Learning Techniques and Its Implementation as Potential Earthquake Precursors; Recurrent Neural Networks (RNN) to Predict the Curve of COVID-19 in Ecuador During the El Niño Phenomenon; traffic Classification in Software-Defined Networking by Employing Deep Learning Techniques: A Systematic Literature Review; use of Data Mining Strategies in Environmental Parameters in Poultry Farms, a Case Study; a First Approach to the Classification of Adverse Drug Effects on Twitter Through Machine Learning.",,,Springer Science and Business Media Deutschland GmbH
Siemon D.; Aittamaa E.,"Siemon, Dominik (56178011200); Aittamaa, Essi (57984001400)",56178011200; 57984001400,Designing Intelligent Characters Representing Organisations in Digital Worlds,2023,"29th Annual Americas Conference on Information Systems, AMCIS 2023",,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192865213&partnerID=40&md5=9c8eceaf5f4c5a4f299b6e6c0a714895,"Advances in technology have led to the creation of virtual worlds where people can interact with intelligent characters representing organizations. As these interactions increase, it's crucial to understand digital character design and its societal and business implications. This research aims to investigate the design elements of digital characters and provide prescriptive knowledge for organizations. Using the design science research paradigm, we'll answer the question of how to design digital characters that best represent a company. We draw on theories from human-computer interaction, marketing and brand design, corporate communications, and character design from industries such as game design and screenwriting. © 2023 29th Annual Americas Conference on Information Systems, AMCIS 2023. All rights reserved.",avatars; character; Conversational agents; design; metaverse,Computer games; Game design; Human computer interaction; Information systems; Information use; Interactive computer graphics; Virtual reality; Avatar; Character; Character designs; Conversational agents; Design elements; Digital characters; Digital world; Intelligent characters; Metaverses; Virtual worlds; Design,Association for Information Systems
,,,"2023 International Conference on Informatics, Multimedia, Cyber and Information Systems, ICIMCIS 2023",2023,"2023 International Conference on Informatics, Multimedia, Cyber and Information Systems, ICIMCIS 2023",,,,,,736,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182349606&partnerID=40&md5=ca92fe118119b08c5d63fbc2d207ea89,"The proceedings contain 124 papers. The topics discussed include: transforming batik retail inventory management: sustainable shelf space strategy with decision support system; optimization of genetic algorithm using PSO in food menu recommendation system; hybrid approaches for customer segmentation and product recommendation; online visual merchandising of Indonesian traditional woven fabric store through social media marketing; mobile application for sexual violence education : spread knowledge about sexuality and increase society's awareness; recommender systems for students’ performance in higher educations: a review; how augmented reality works: technical issues, user issues, content development, and curriculum adaptations as challenges through bibliometric analysis; and implementation a passwordless and multi factor authentication (MFA) mechanism for enhancing login security in android applications.",,,Institute of Electrical and Electronics Engineers Inc.
Chan C.-S.; Dang A.; Tong Z.,"Chan, Chiu-Shui (7404814335); Dang, Anrong (7005839067); Tong, Ziyu (36610822300)",7404814335; 7005839067; 36610822300,A 3D model of the inner city of Beijing: The application of data interrogation techniques,2005,Computer Aided Architectural Design Futures 2005 - Proceedings of the 11th International CAAD Futures Conference,,,,63,72,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858962509&partnerID=40&md5=dc6bea7b590397d946e80546f1d5d4b7,"This study has two major concentrations: 1) exploring methods of creating a digital city model, and 2) applying the model to study urban spatial structure, an issue of particular interest and importance to urban planners. Based on existing studies that primarily address two-dimensional (2D) urban structure, this paper focuses on the threedimensional (3D) structure relating to the 3D urban form. Given their greater clarity and possibilities for quantitative analysis, both 3D digital urban models and GIS spatial overlay analysis methods hold tremendous potential for analysing and predicting future urban form. In this project, the Xidan Business District in Beijing's Inner City was the area selected to implement the digital-city application. Under the hypothesis that the existing urban spatial structure is determined by the city's urban planning scheme and current urban marketing forces, it is found that actual urban development does not follow the planning restrictions on zoning and building height regulations. Some contradictions and conflicts, such as building location and height, appeared in the studied district. The specific reasons for the discrepancies need to be further studied. © 2005 Springer.",3D city modeling; GIS; Remote sensing; Virtual environments,Architectural design; Geographic information systems; Project management; Remote sensing; Three dimensional computer graphics; Urban growth; Virtual reality; Zoning; 3D models; Building height; Business district; City modeling; Digital cities; Interrogation techniques; Overlay analysis; Planning scheme; Three dimensional (3D) structures; Urban development; Urban form; Urban model; Urban planners; Urban spatial structures; Urban structure; Three dimensional,
Barbosa A.F.S.; Silva F.G.M.,"Barbosa, André F. S. (55420709800); Silva, Frutuoso G. M. (8325080400)",55420709800; 8325080400,OxyBlood: A serious game in WebGL,2011,"Proceedings of the 6th Iberian Conference on Information Systems and Technologies, CISTI 2011",,,5974333,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052466987&partnerID=40&md5=8115c97ec6355379d34330196f6e630d,"With the growth of the video game industry, interest in video game research has increased, leading to the study of Serious Games. Serious Games are generally perceived as games with purposes other than mere entertainment. These purposes range from education to training, marketing to design, among others. By exploiting the potential of these virtual worlds, we can provide the possibility to experience situations that would otherwise be impossible to experience in the real world, mainly due to reasons of cost, safety and time. Web browsers can now provide easy access to realistic virtual worlds with WebGL, which grants video game developers the tools to create compelling and rich environments that can be used in the future by virtually anyone. This paper presents a prototype of a Serious Game developed with WebGL. © 2011 AISTI.",3D Games; Browser; Serious Games; WebGL,Human computer interaction; Information systems; Interactive computer graphics; Social networking (online); User interfaces; Virtual reality; Web browsers; 3D Games; Browser; Serious games; Video game; Video game industry; Virtual worlds; WebGL; Three dimensional computer graphics,
Srivastava A.; Dasgupta S.A.; Ray A.; Bala P.K.; Chakraborty S.,"Srivastava, Abhishek (57666906700); Dasgupta, Shilpee A. (57205506049); Ray, Arghya (56665499800); Bala, Pradip Kumar (26639138400); Chakraborty, Shibashish (8953044400)",57666906700; 57205506049; 56665499800; 26639138400; 8953044400,Relationships between the “Big Five” personality types and consumer attitudes in Indian students toward augmented reality advertising,2021,Aslib Journal of Information Management,73,6,,967,991,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114872728&doi=10.1108%2fAJIM-02-2021-0046&partnerID=40&md5=e43babb8c68f43a1b212d511a345c692,"Purpose: The purpose of this paper is to investigate the role of the “Big Five” personality traits (extraversion, openness, agreeableness, conscientiousness and neuroticism) on the adoption of augmented reality (AR), with a particular focus on the role AR may play in interactive marketing. Design/methodology/approach: A quantitative-based approach was followed by a questionnaire survey, which was completed by 230 respondents comprising graduate and postgraduate students, using structural equation modelling. Findings: While the trait of openness was positively associated with the perceived ease of use of AR, the usefulness of AR and subjective norms, the trait of neuroticism was negatively associated with the perceived ease of use of AR. Extraversion was positively associated with subjective norms. Perceived ease of use of AR, the usefulness of AR and subjective norms were positively associated with attitudes toward AR. Practical implications: The data gathered will add a valuable contribution to the currently limited data available on empirical consumer behaviour research, particularly in relation to the adoption of AR for interactive marketing. Originality/value: The findings of this study will benefit academics working on the adoption of technology in rapidly developing fields such as automation and artificial intelligence; the study also contributes to the emerging interdisciplinary domain of psychology, information systems, marketing and human behaviour. © 2021, Emerald Publishing Limited.",Augmented reality; Big five personality traits; Consumer attitude; Generation Z; Technology acceptance factors; Wearable devices,Artificial intelligence; Augmented reality; Behavioral research; Commerce; Students; Surveys; Consumer attitudes; Design/methodology/approach; Interactive marketing; Perceived ease of use; Personality traits; Postgraduate students; Questionnaire surveys; Structural equation modelling; Marketing,Emerald Group Holdings Ltd.
,,,"2011 International Conference on Intelligent Computing and Information Science, ICICIS 2011",2011,Communications in Computer and Information Science,135,PART 2,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880748784&partnerID=40&md5=eed33e7904bade1a0bb0b9c86e1bd77e,The proceedings contain 112 papers. The special focus in this conference is on Computing and Information Science. The topics include: Unified electronic currency based on the fourth party platform integrated payment service; research on SaaS and web service based order tracking; evaluation of the industrial economic benefits based on TOPSIS; a DS-UWB cognitive radio system based on bridge function smart codes; the application of virtual reality on distance education; analysis towards VMEM file of a suspended virtual machine; study on feed-forward MAP-based vector control method of vehicle drive motor; circulant graph modeling deterministic small-world networks; the design of logistics information matching platform for highway transportation; hybrid schema matching for deep web; RFID-based critical path expert system for agility manufacture process management; research on the evolutionary strategy based on AIS and its application on numerical integration; research on technique of the cyberspace public opinion detection and tracking; a high performance 50% clock duty cycle regulator; study on risk of enterprise' technology innovation based on ISM; immune clone algorithm to solve the multi-object problems; foreign language teachers' professional development in information age; framework for classifying website content based on folksonomy in social bookmarking; research on internal damping algorithm of marine inertial navigation system; the adaptability evaluation of enterprise information systems; structural damage alarm utilizing modified back-propagation neural networks; computation of virtual regions for constrained hybrid systems; fault diagnosis of diesel engine using vibration signals; the deflection identify of the oil storage tank; the effect of product placement marketing on effectiveness of internet advertising; research on routing selection algorithm based on genetic algorithm; discriminative novel information detection of query-focused update summarization; core image coding based on WP-EBCOT; multiple unmanned air vehicles control using neurobiologically inspired algorithms; an improved frame layer rate control algorithm for H.264; some properties in hexagonal torus as cayley graph; modeling software component based on extended colored Petri net; measurement of software coupling based on structure entropy; a 3D grid model for the corridor alignment; fuzzy control for the swing-up of the inverted pendulum system; stress field in the rail-end during the quenching process; a novel adaptive target tracking algorithm in wireless sensor networks; the worm propagation model with dual dynamic quarantine strategy; a web information retrieval system; a process positioning system for sheet-fed offset press; research of WLAN CAN bus data test system; a framework of simple event detection in surveillance video; a loading device for intervertebral disc tissue engineering; the optimization of spectrum sensing frame time; sensor scheduling target tracking-oriented cluster-based; improved stack algorithm for MIMO wireless communication systems; a SMA actuated earthworm-like robot; research of manufacture time management system based on PLM; distributed workflow service composition based on CTR technology; a geographic location-based security mechanism for intelligent vehicular networks and the role of network and mobility simulators in evaluating vehicular networks.,,,
Lin P.-J.; Kao C.-C.; Lam K.-H.; Tsai I.-C.,"Lin, Pei-Jung (26425038800); Kao, Chih-Chung (58349935200); Lam, Ka-Hou (56602193000); Tsai, I-Chen (56602424500)",26425038800; 58349935200; 56602193000; 56602424500,Design and implementation of a tourism system using mobile augmented reality and GIS technologies,2014,Lecture Notes in Electrical Engineering,293,,,1093,1099,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928237803&doi=10.1007%2f978-3-319-04573-3_133&partnerID=40&md5=dbbd0b905ac1385504e4a8b63caaf0b5,"This study integrated geographic information systems (GIS), location-based services (LBS), mobile augmented reality (MAR), and information related to corporate mobile marketing to create an app for tourists using Android and iPhone systems. The proposed system provides an intuitive information interface capable of augmenting one’s experience in the real world with elements of virtual reality, social networking services, and mobile tour guide functions. The goal was to provide tourists with access to information on tourist attractions, local culture, scenery, and shopping. The proposed tourist information system integrates information and communications technology (ICT) with tourism projects promoted by the Tourism Bureau and the Ministry of Economic Affairs as well as mobile marketing provided by 500 local businesses. The integration of a GIS-based computing engine and a corporate management framework ensures the provision of highly accurate mobile marketing information. © Springer International Publishing Switzerland 2014.",Geographic information systems; Information and communications technology; Location-based services; Mobile augmented reality,Augmented reality; Commerce; Geographic information systems; Information systems; Location based services; Marketing; Mobile telecommunication systems; Telecommunication services; Virtual reality; Computing engines; Corporate management; Design and implementations; Information and communications technology; Information interfaces; Mobile augmented reality; Social networking services; Tourist attractions; Information management,Springer Verlag
Dias L.; Coelho A.,"Dias, Leonel (49863013900); Coelho, Antonio (55938907000)",49863013900; 55938907000,Mobile advertising for the catering industry; [Mobile advertising para a restauração],2013,"Iberian Conference on Information Systems and Technologies, CISTI",,,6615741,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887876410&partnerID=40&md5=12f46ab431ab141406e264686de87465,"This paper present the creation of a platform, highly scalable and modular, providing new services to the advertising and marketing for the catering industry, taking advantage of the spatial context and user preferences, benefiting from the advantages of Mobile Advertising and Mobile Augmented Reality. © 2013 AISTI.",Advertising; Augmented Reality; Catering Industry; Location-Based Services; Marketing; Mobile Advertising,Augmented reality; Commerce; Industry; Information systems; Location based services; Catering industries; Mobile advertising; Mobile augmented reality; New services; Spatial context; Marketing,
Xi N.; Hamari J.,"Xi, Nannan (57205262108); Hamari, Juho (35361989600)",57205262108; 35361989600,VR shopping: A review of literature,2019,"25th Americas Conference on Information Systems, AMCIS 2019",,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017882&partnerID=40&md5=5a5a25ff97ffab42dcb4328baf5db68a,"Via the recent proliferation of consumer-grade head-mounted VR technologies, the retailers as well as related scholarly areas have started to increasingly notice the possible potential of virtual reality. However, there is no coherent understanding of the state-of-the-art of the literature on VR shopping, how VR shopping has been investigated and what empirically indicated benefits VR has for a variety of marketing outcomes. Therefore, in this paper, we systematically review the published body of literature on VR shopping (N = 40). The current study contributes to the VR shopping and marketing literature by mapping the VR technologies, product types, consumer experiences and research methods in the extant literature. The review shows that the literature on VR shopping is still in its infancy and there remains ample room for progression both in breadth and depth in the literature on VR shopping in terms of methodological rigor and theoretical prowess. © 2019 Association for Information Systems. All rights reserved.",CAVE; HMD; Marketing; Retail; V-commerce; Virtual reality,Caves; Helmet mounted displays; Information systems; Information use; Marketing; Virtual reality; Coherent understanding; Product types; Retail; State of the art; VR technology; Commerce,Association for Information Systems
Yap S.-F.; Gaur S.S.,"Yap, Sheau-Fen (55755937500); Gaur, Sanjaya Singh (36781985800)",55755937500; 36781985800,"Integrating functional, social, and psychological determinants to explain online social networking usage",2016,Behaviour and Information Technology,35,3,,166,183,17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928399859&doi=10.1080%2f0144929X.2015.1035336&partnerID=40&md5=9e373aaa37044a80965755fe4aa7c807,"People involved in business are increasingly aware of the online social phenomenon and its potential as a marketing tool. Building upon the marketing, social psychology, and information system literature, this study empirically examines a set of functional determinants derived from the technology acceptance model and socio-psychological determinants drawn from the theory of reasoned action and social cognitive theory that may be responsible for the motivations of participants in online social networks. We propose a model by integrating functional, social, and psychological factors in predicting attitude and online social network usage. The survey outcomes from a cross-sectional study among 387 Facebook users in Malaysia support the hypothesised model. This study contributes by extending the cognitive learning theories in predicting online social networking usage. Particularly, this research presents a different perspective on online social networking by exploring the mediating effect of attitude and the moderating role of individual characteristics. This study demonstrates that desirable changes in the perception of functional benefits, self-efficacy, and need for cognition as well as perceptions of social pressure from significant others might lead to corresponding changes in attitude towards online social networking. Results of the study support the model efficacy and predictive ability of the proposed integrative model which may serve as a theoretical foundation for future researchers interested in examining other virtual community engagements such as blogging, online advertising, and online public relations activities. © 2015 Taylor & Francis.",attitude; cognitive learning theories; need for cognition; online social network; self-efficacy; social influence; social networking behaviour,Commerce; Marketing; Online systems; Public relations; Social sciences computing; Virtual reality; Websites; attitude; Cognitive learning theories; Need for cognitions; On-line social networks; Self efficacy; Social influence; Social networking (online),Taylor and Francis Ltd.
Zhou W.; Shi L.,"Zhou, Wei (8448821700); Shi, Lifeng (57191995483)",8448821700; 57191995483,Media development models in virtual world,2016,"24th European Conference on Information Systems, ECIS 2016",,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995807125&partnerID=40&md5=0bce0efecf483a44ddd1cadf64a2a971,"This paper studies three digital media development models in virtual world. We characterize the revenue mechanisms behind each model, by incorporating the concept of horizontal and vertical supply chain integration of digital media industry. We incorporate the core value of digital media development in the first model, which considers digital media as information goods. Pricing, quality differentiation, quantity discrimination, and content design combined determine the VW popularity and the financial performance. Based on the first model, the second model incorporates the advertising revenue. It becomes essential to optimize both information goods revenue and advertising revenue, while increasing one would decrease the other due to the traffic dynamics. Based on the first two models, the third model considers both vertical and horizontal supply chain integration in the digital media industry. In this model, we add one extra dimension of network externality that leads to better understanding of consumers, suppliers, and their mutual interest. Based on these three models, we suggest several strategic implications that facilitate operations, increase revenue, and enhance consumer experience, including strategic alliance, reduction of virtual-real world barriers, and tailored advertisement.",Information goods; Social media; Virtual media development; Virtual world,Digital storage; Information systems; Marketing; Supply chains; Virtual reality; Advertising revenues; Financial performance; Information goods; Quality differentiation; Social media; Supply-chain integration; Virtual media development; Virtual worlds; Economics,Association for Information Systems
Mehra V.; Singh P.; Mehra M.; Albanna H.; Dwivedi Y.K.,"Mehra, Vishal (57262663300); Singh, Prabhsimran (56828505100); Mehra, Mehak (58781305900); Albanna, Hanaa (57354195500); Dwivedi, Yogesh K. (35239818900)",57262663300; 56828505100; 58781305900; 57354195500; 35239818900,Exploring the Fusion of Metaverse and Sports: Current Trends and Future Directions,2024,IFIP Advances in Information and Communication Technology,697 AICT,,,258,268,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180624879&doi=10.1007%2f978-3-031-50188-3_23&partnerID=40&md5=f44ccb0a0526dabbe39d36907f62f502,"Metaverse is a virtual realization of the physical environment made possible with lifelogging tools like physiological sensors that help in performing life-like virtual interactions amongst users/customers present as avatars in the cyber-physical world. The metaverse is a rapidly growing technology that has the potential to revolutionize the world of sports. In this research work, we used the Scopus database to extract documents published in the domain of sports and metaverse. The descriptive analysis and collaboration analysis of existing literature, and topic modeling Latent Dirichlet Allocation of abstracts highlight the use of augmented reality, virtual reality, blockchain, artificial intelligence, wearables, and the Internet of Things in building domain-specific applications. The findings reveal that these technologies can enhance the learning and training experience for athletes, providing them with immersive and interactive environments to hone their skills. The physical and psychological well-being of athletes can be ensured with the rational use of metaverse. However, the use of these technologies also raises concerns about privacy and the protection of data. The research in the domain of information technology and information systems from marketing is also unexplored. As the metaverse continues to evolve, it is important for the sports industry to address these concerns and ensure that the use of these technologies is done in a responsible and ethical manner. © 2024, IFIP International Federation for Information Processing.",augmented reality; digital technologies; e-sports; healthcare; metaverse; sports; virtual reality,Ethical technology; Sports; Statistics; Virtual reality; Wearable technology; 'current; Digital technologies; E-sports; Healthcare; Lifelogging; Metaverses; Physical environments; Physiological sensors; Virtual interactions; Virtual realization; Augmented reality,Springer Science and Business Media Deutschland GmbH
