"","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"management",0.0655340514874053,0.0297267153548567,0.0158641651102461,0.00456065807428262,0.0173881049467334
"market",0.029089933833139,0.00276804411872448,9.71940508098946e-05,0.0380939268223478,0.00469823266776598
"media",0.0130023324351698,0.00621726996415262,3.70167915942717e-05,0.0149585933453467,0.00198173633106905
"medical",0.00640524065112378,0.0243845911573168,0.00773403298505517,0.0376593975194235,0.0353509838154265
"methodology",0.0224062946851318,0.00613954397829715,0.00950029516592373,0.000726865505320508,0.0317451982718815
"methods",0.000587762306605498,0.00313367327009818,0.0207952939840558,1.05136732685107e-05,0.00177234125329231
"mobile",0.000717329542514186,0.00736521200319572,2.93081357178702e-05,0.050650239195542,0.0708281022706839
"mobility",0.349084143577722,0.371555477239539,0.000622804103827135,0.00204373505949156,0.00352487338811823
"model",0.00644689881093767,0.000309633619321676,0.0115028740744726,0.15081948754797,0.00669473309078577
"modeling",0.115846418563081,0.0759209953201305,0.0508242083883857,0.0297518550402772,0.00465112034633134
"modelling",0.000230454472560438,0.00664454108272006,0.00134492285968721,0.00704391921461005,0.00327384337207275
"models",0.0107865679356966,0.00346786026928945,0.00988649369346078,0.00127380286939621,0.0202081416568195
"monitoring",5.34483816138622e-05,0.00840658669461296,0.00398974737517627,0.0672233482773453,9.92798465037249e-05
"motion",0.00738808356808385,0.012126904449877,5.1525355877626e-08,0.000242983458191053,0.0149895731711128
"multimedia",0.113473690924687,0.0862525656828157,0.0223088700720606,0.0199499958423155,0.0323350673369588
"navigation",0.00250625181025578,0.00746770028210759,0.0170650261870601,0.145697655763242,0.00796470227636005
"natural",0.0772355028009665,0.0538235992753624,0.0087255337501914,0.00212518697843947,0.0315246229591299
"nature",0.0189594983858207,0.00236402930823442,0.000742462763027565,8.77289485175075e-05,0.000334712651173136
"neural",0.10025731123155,0.047519800915965,0.0154628291075267,0.00390341468917297,0.00246002347299359
"network",0.0752044136976751,0.0609235399832038,0.0245949140631533,0.0146147676428665,0.0431722107863782
"networks",0.185628877281564,0.114089053021907,0.0392075637620961,0.0415600792215764,0.0312560615147635
"online",0.00367079519919485,0.000336146522734404,0.0706937422812633,0.0764659251745537,0.0755608634425115
"operation",0.164586314924003,0.0976206189879509,0.0262355420189843,0.0210049770360938,0.0593893128898903
"quality",0.0318143999766723,0.000100928851747043,0.156397148112497,0.170578551316397,0.0367999794411846
"real",0.0266754461252271,0.00263444439273082,0.0137934370668057,0.108488705000569,0.00716649093725988
"sales",0.0104695173174485,0.00509231752219197,0.00726532923472935,0.000416052736290144,0.0288821659948643
"consumer",0.0155693640153363,0.0016556675831064,0.0436665628135784,2.77970414976104e-08,0.000954672598741239
"satisfaction",0.0643103708900785,0.00631096281097746,0.0991417754595395,0.227086935185166,0.126159859213181
"spatial",0.0595337023688737,0.0296867171512407,4.59735395006227e-05,0.00241751345769767,0.000714981980789307
"strategy",0.0342653196182442,0.0398412613470784,0.00433665592871109,0.0148153484177838,0.00702786605813749
"strategies",0.0222888420579825,0.000282027297445848,0.000151353115708297,0.02529004829613,0.0677966467620974
"technological",0.000222489630164762,0.0046166698186711,0.0148370846757948,0.012578569498487,0.000953862113197752
"technologies",0.0016193629328653,0.00625509517177631,0.00640846524465003,0.00094826722056575,0.0136898369876867
"technology",0.00537841092512078,0.00995341016910922,0.00429354124066339,0.0170685749108875,1.08503801949348e-06
"tourism",0.195335885520328,0.0934198584752839,0.502791259984163,0.0375917329119778,0.000674029364521344
"tourist",0.0863037054982719,0.0516334744767254,0.398813299990598,0.00995074261050142,0.00109349137188093
"tourists",0.107286736312526,0.0417903830396655,0.163542847456854,0.00161699727902651,0.00564010628070807
